Faculdade;Carimbo de data/hora;Turmas;Disciplina;Q11;Q12;Q13;Q14;Q15;Q26;Q27;Q28;Q29;Q210;Q211;Q212;Q213;Q314;Q315;Q316;Q41;Q42;Q43;Q44;Q51;Q52;Q53;Q54;Q55;Q56;Q57;Q58
FEC;14/01/2021 17:11;2018;SEGURANCA NA CONSTRUCAO CIVIL;4;4;4;4;4;4;4;4;4;2;4;4;2;4;4;1;4;4;4;4;4;2;2;2;2;3;2;3
FAESA;11/03/2021 08:13;2016;SEGURANCA NO TRABALHO;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4
FAESA;11/03/2021 19:28;2016;SEGURANCA NO TRABALHO;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FAESA;12/03/2021 10:00;2016;SEGURANCA NO TRABALHO;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;4
FECOMP;05/03/2021 19:19;2018;SINAIS E SISTEMAS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;4;4;4;4;4
FECOMP;05/03/2021 22:27;2018;SINAIS E SISTEMAS;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4
FECOMP;06/03/2021 15:06;2017;SINAIS E SISTEMAS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;3
FECOMP;07/03/2021 09:51;2018;SINAIS E SISTEMAS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4
FAESA;11/03/2021 21:17;2017;SISTEMA DE ABASTECIMENTO DE AGUA;4;4;4;4;4;4;4;3;3;4;4;3;3;3;3;3;3;4;4;4;3;3;3;4;4;4;4;4
FAESA;13/03/2021 16:55;2017;SISTEMA DE ABASTECIMENTO DE AGUA;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;3;4;4;4;4;4;2;2;4;4;4;4;4
FAESA;13/03/2021 17:13;2017;SISTEMA DE ABASTECIMENTO DE AGUA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FAESA;13/03/2021 17:29;2017;SISTEMA DE ABASTECIMENTO DE AGUA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;1;4;4;4;4;4
FAESA;13/03/2021 18:33;2017;SISTEMA DE ABASTECIMENTO DE AGUA;4;4;3;3;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;3;2;3;4;4;4;4;4
FAESA;13/03/2021 18:51;2017;SISTEMA DE ABASTECIMENTO DE AGUA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4
FAESA;13/03/2021 18:54;2017;SISTEMA DE ABASTECIMENTO DE AGUA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FAESA;13/03/2021 20:23;2017;SISTEMA DE ABASTECIMENTO DE AGUA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;3;4;4;3;1
FAESA;13/03/2021 22:02;2017;SISTEMA DE ABASTECIMENTO DE AGUA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;2;4;4;4;4;3
FEC;13/01/2021 15:30;2016;SISTEMAS DE SANEAMENTO AMBIENTAL;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;3;4;4
FEC;13/01/2021 15:32;2016;SISTEMAS DE SANEAMENTO AMBIENTAL;4;4;4;4;4;4;4;4;4;3;3;4;3;3;4;3;3;4;3;3;4;3;2;3;3;3;3;3
FEC;25/01/2021 18:43;2016;SISTEMAS DE SANEAMENTO AMBIENTAL;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;2;3;3;3;4;3
FEC  (Goianesia do Para);13/01/2021 19:30;2019;SISTEMAS DE TRANSPORTES;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;4;4
FEC  (Goianesia do Para);14/01/2021 17:11;2019;SISTEMAS DE TRANSPORTES;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEC;14/01/2021 17:25;2019;SISTEMAS DE TRANSPORTES;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4
FEC  (Goianesia do Para);25/01/2021 14:39;2019;SISTEMAS DE TRANSPORTES;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;3;4;3;3;4;4;3
FEC  (Goianesia do Para);28/01/2021 09:36;2019;SISTEMAS DE TRANSPORTES;4;4;3;4;4;4;4;4;3;3;4;4;3;3;3;3;3;4;3;2;3;3;2;3;3;4;4;3
FEC  (Goianesia do Para);08/02/2021 11:25;2019;SISTEMAS DE TRANSPORTES;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEM;13/02/2021 07:43;2016;SISTEMAS TERMICOS II;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEC;17/12/2020 19:38;2017;TECNOLOGIA DA CONSTRUCAO CIVIL I;4;4;4;4;2;2;4;2;4;2;4;4;4;4;4;2;2;4;2;4;4;2;4;4;4;4;4;2
FEC;13/01/2021 16:10;2018;TECNOLOGIA DA CONSTRUCAO CIVIL I;3;3;3;4;4;4;4;3;3;4;4;3;3;3;4;4;4;3;3;3;3;4;4;3;4;4;4;3
FEC;14/01/2021 17:17;2018;TECNOLOGIA DA CONSTRUCAO CIVIL I;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2
FEC;13/01/2021 16:11;2018;TECNOLOGIA DA CONSTRUCAO CIVIL II;4;4;4;4;4;3;3;3;4;4;4;3;3;3;3;3;4;4;3;4;4;4;4;3;4;4;3;3
FECOMP;05/03/2021 12:43;2017;TEORIA ELETROMAGNETICA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FECOMP;05/03/2021 13:47;2017;TEORIA ELETROMAGNETICA;3;4;3;3;4;3;3;3;4;2;4;4;4;3;4;4;3;4;4;4;2;3;4;4;4;4;4;4
FECOMP;05/03/2021 15:21;2017;TEORIA ELETROMAGNETICA;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;3;3;4;4;4;4;3
FECOMP;06/03/2021 11:53;2017;TEORIA ELETROMAGNETICA;3;4;3;4;4;3;4;3;3;4;4;3;3;3;3;3;2;3;3;3;3;3;3;2;2;3;2;2
FECOMP;06/03/2021 15:02;2017;TEORIA ELETROMAGNETICA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FECOMP;10/03/2021 12:16;2016;TEORIA ELETROMAGNETICA;4;4;4;4;4;4;3;4;3;4;3;3;3;3;3;3;4;4;3;3;3;3;2;4;3;3;3;4
FECOMP;11/03/2021 13:42;2017;TEORIA ELETROMAGNETICA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4
FECOMP;11/03/2021 14:45;2016;TEORIA ELETROMAGNETICA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4
FEM;04/02/2021 10:29;2017;TERMODINAMICA;4;3;4;4;3;4;3;3;4;4;4;4;4;4;4;4;4;3;3;1;3;2;1;2;3;4;4;3
FEM;12/02/2021 10:54;2018;TERMODINAMICA;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;4;4;1;4;4;3;4;4;4;4;3
FEM;17/02/2021 10:28;2018;TERMODINAMICA;3;4;4;4;3;4;3;3;4;4;3;4;3;3;3;3;4;3;3;3;2;2;2;4;3;4;4;4
FECOMP;05/03/2021 12:07;2016;TOPICOS ESPECIAIS EM REDES DE COMPUTADORES;4;4;3;3;4;4;4;4;4;4;4;3;3;2;2;1;4;4;4;4;2;3;2;3;3;3;3;3
FECOMP;05/03/2021 12:44;2017;TOPICOS ESPECIAIS EM REDES DE COMPUTADORES;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;4;1;1;1
FECOMP;11/03/2021 14:46;2016;TOPICOS ESPECIAIS EM REDES DE COMPUTADORES;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEM;03/02/2021 20:31;2017;TRANSFERENCIA DE CALOR II;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4
FEM;03/02/2021 21:07;2017;TRANSFERENCIA DE CALOR II;2;3;4;4;2;4;4;1;3;3;3;3;1;3;2;3;1;1;1;2;2;2;1;2;3;3;2;1
FEM;03/02/2021 21:28;2017;TRANSFERENCIA DE CALOR II;3;4;4;4;3;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;2;1;2;3;3;3;3
FEM;04/02/2021 10:34;2017;TRANSFERENCIA DE CALOR II;4;3;4;4;2;4;4;4;4;4;4;4;3;3;3;4;3;3;3;2;3;2;1;3;2;4;4;2
FEM;04/02/2021 13:57;2017;TRANSFERENCIA DE CALOR II;4;4;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;3;2;2;4;4;4;3
FEM;04/02/2021 17:50;2017;TRANSFERENCIA DE CALOR II;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;2;3;2
FEM;05/02/2021 08:47;2017;TRANSFERENCIA DE CALOR II;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;3;3;4;2;3;3;3;3;4;4;4;3
FEC;13/01/2021 15:18;2016;TRANSPORTE AQUAVIARIO;3;3;3;4;4;4;3;4;2;3;3;2;2;3;2;1;3;3;3;4;4;2;2;3;3;3;4;3
FEC;13/01/2021 15:29;2016;TRANSPORTE AQUAVIARIO;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;4;4
FEC;25/01/2021 18:40;2016;TRANSPORTE AQUAVIARIO;4;4;2;4;4;4;4;3;3;3;4;4;4;3;3;2;4;4;3;4;4;4;2;2;2;3;4;4
FAESA;12/03/2021 13:13;2015;TRATAMENTO DE ESGOTO SANITARIO;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FAESA;12/03/2021 14:38;2015;TRATAMENTO DE ESGOTO SANITARIO;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;2;4;4;4;4;4
FAESA;12/03/2021 14:56;2015;TRATAMENTO DE ESGOTO SANITARIO;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;2;2;4;4;4;4;4
FAESA;11/03/2021 08:18;2016;TRATAMENTO DE RESIDUOS SOLIDOS;4;4;4;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;4;4;3
FAESA;11/03/2021 19:06;2016;TRATAMENTO DE RESIDUOS SOLIDOS;4;4;3;2;3;1;1;2;3;1;3;1;1;1;1;1;2;3;3;3;3;3;2;3;3;3;4;2
FAESA;11/03/2021 19:30;2016;TRATAMENTO DE RESIDUOS SOLIDOS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FAESA;12/03/2021 10:44;2016;TRATAMENTO DE RESIDUOS SOLIDOS;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;4;4;4;4;4;4;3;3;4;3;4;3
FAESA;12/03/2021 13:16;2015;TRATAMENTO DE RESIDUOS SOLIDOS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEM;03/02/2021 20:37;2017;TUBULACOES INDUSTRIAIS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4
FEM;03/02/2021 21:47;2017;TUBULACOES INDUSTRIAIS;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;2;1;3;3;4;4;4
FEM;03/02/2021 22:12;2017;TUBULACOES INDUSTRIAIS;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;3;3;3;4;3;4;3;3
FEM;04/02/2021 08:35;2017;TUBULACOES INDUSTRIAIS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;3;3;3;3;4;4;3
FEM;04/02/2021 10:17;2017;TUBULACOES INDUSTRIAIS;3;4;4;4;4;3;4;3;3;4;4;4;4;4;4;4;3;4;4;3;3;3;1;2;2;3;3;2
FEM;04/02/2021 10:45;2017;TUBULACOES INDUSTRIAIS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4
FEM;04/02/2021 17:39;2017;TUBULACOES INDUSTRIAIS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;4;4;3
FEM;07/02/2021 22:01;2017;TUBULACOES INDUSTRIAIS;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;4;3
FECOMP;05/03/2021 13:26;2019;VARIAVEIS COMPLEXAS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4
FECOMP;05/03/2021 14:11;2019;VARIAVEIS COMPLEXAS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FECOMP;05/03/2021 20:23;2019;VARIAVEIS COMPLEXAS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;4;4;4
FECOMP;08/03/2021 18:50;2019;VARIAVEIS COMPLEXAS;4;4;3;4;4;4;4;4;4;4;3;4;2;3;3;3;3;3;3;3;3;3;2;4;4;4;4;3
FECOMP;09/03/2021 21:45;2019;VARIAVEIS COMPLEXAS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FECOMP;11/03/2021 16:25;2019;VARIAVEIS COMPLEXAS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;2;4;4;4;4;3
FEM;03/02/2021 23:10;2016;VIBRACOES MECANICAS;4;3;4;4;4;4;4;4;4;2;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;4;4;4
FEM;04/02/2021 10:34;2016;VIBRACOES MECANICAS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;4;3
FEM;05/02/2021 15:37;2016;VIBRACOES MECANICAS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEM;13/02/2021 07:45;2016;VIBRACOES MECANICAS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4
FEC;18/12/2020 10:11;2019;Geologia de Engenharia (EC18149);4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;2;3;3;4;2
FEE;05/03/2021 20:36;2018;CIRCUITOS ELETRICOS II;3;3;3;3;4;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;4;3;4;4;4;4;4;4
FEE;05/03/2021 20:38;2018;TEORIA ELETROMAGNETICA II;4;3;3;3;3;3;3;3;3;4;4;4;3;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4
FEE;05/03/2021 20:40;2018;ELETRONICA ANALOGICA I;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;05/03/2021 20:41;2018;TEORIA DAS COMUNICACOES;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;05/03/2021 20:43;2018;NOCOES DE ECONOMIA PARA ENGENHEIROS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;05/03/2021 20:44;2018;ADMINISTRACAO PARA ENGENHEIROS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;05/03/2021 21:02;2019;CALCULO IV;4;3;3;3;4;4;3;3;3;4;4;4;3;3;3;4;4;3;4;3;3;4;2;3;3;3;3;3
FEE;05/03/2021 21:02;2019;DIREITO E LEGISLACAO;3;2;3;2;3;3;2;2;3;3;2;3;3;3;2;3;3;3;2;2;3;3;3;3;3;3;3;3
FEE;05/03/2021 21:04;2019;ELETRONICA DIGITAL II;4;3;4;4;4;4;4;2;3;3;3;3;3;3;2;3;4;3;3;3;2;3;3;2;3;3;3;2
FEE;05/03/2021 21:05;2019;FISICA PARA ENGENHARIA II;3;3;2;3;2;3;2;3;2;3;3;3;3;2;3;3;3;2;3;3;3;2;2;3;3;3;3;2
FEE;05/03/2021 21:06;2019;FISICA PARA ENGENHARIA III;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3
FEE;05/03/2021 21:07;2019;FUNCOES DE UMA VARIAVEL COMPLEXA;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4
FEE;05/03/2021 21:08;2019;FUNCOES ESPECIAIS PARA ENGENHARIA;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;4;3;4;3;4;3
FEE;05/03/2021 21:23;2020;CALCULO I;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;05/03/2021 21:30;2020;ALGEBRA LINEAR;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;05/03/2021 21:36;2020;INTRODUCAO A CIENCIA DA COMPUTACAO;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;05/03/2021 21:47;2020;QUIMICA GERAL PARA ENGENHARIA;4;3;3;4;3;4;4;4;3;4;4;3;4;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;05/03/2021 21:50;2020;ALGEBRA LINEAR;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;05/03/2021 21:55;2020;CALCULO I;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;05/03/2021 22:06;2020;SEMINARIOS DE ENGENHARIA ELETRICA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;05/03/2021 22:28;2020;INTRODUCAO A CIENCIA DA COMPUTACAO;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;05/03/2021 22:31;2020;QUIMICA GERAL PARA ENGENHARIA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;05/03/2021 23:46;2020;ALGEBRA LINEAR;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;4;2;2;2;2;1;1;1;1;1;1;1;1
FEE;06/03/2021 12:29;2020;ALGEBRA LINEAR;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;3;4;4;3;4;4;2;4;4;3;4;4;4
FEE;06/03/2021 12:32;2020;CALCULO I;3;3;3;3;3;3;3;3;3;1;3;2;3;2;2;2;3;3;3;2;4;2;4;4;3;4;4;3
FEE;06/03/2021 12:34;2020;INTRODUCAO A CIENCIA DA COMPUTACAO;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;4;4;3;4;4;4
FEE;06/03/2021 12:37;2020;QUIMICA GERAL PARA ENGENHARIA;3;3;4;4;4;4;4;4;3;3;3;3;3;4;3;3;3;3;3;3;4;2;4;4;3;4;4;3
FEE;06/03/2021 12:39;2020;SEMINARIOS DE ENGENHARIA ELETRICA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4
FEE;07/03/2021 19:04;2019;FISICA PARA ENGENHARIA III;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;4;4;3;3;3
FEE;08/03/2021 00:53;2019;CALCULO IV;2;2;2;3;4;2;2;3;2;3;2;1;1;2;2;1;2;2;2;2;3;4;4;3;4;2;3;2
FEE;08/03/2021 00:56;2019;FISICA PARA ENGENHARIA III;4;4;4;4;4;4;4;4;4;4;4;4;3;2;4;1;4;4;4;4;4;4;4;3;4;2;3;3
FEE;08/03/2021 00:58;2019;FUNCOES ESPECIAIS PARA ENGENHARIA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;2;3;3
FEE;08/03/2021 01:00;2019;FUNCOES DE UMA VARIAVEL COMPLEXA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;2;3;3
FEE;08/03/2021 14:25;2020;ALGEBRA LINEAR;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;3;2;2;3;3;4;4;4
FEE;08/03/2021 14:31;2020;CALCULO I;3;4;3;4;4;4;3;3;3;2;4;4;3;3;3;4;3;3;3;3;3;2;2;4;2;4;4;3
FEE;08/03/2021 14:36;2020;QUIMICA GERAL PARA ENGENHARIA;4;4;3;4;3;4;4;1;3;2;3;3;4;3;3;2;3;4;3;4;3;2;2;4;4;4;4;2
FEE;08/03/2021 14:40;2020;SEMINARIOS DE ENGENHARIA ELETRICA;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;3;2;2;3;3;4;4;4
FEE;08/03/2021 14:43;2020;INTRODUCAO A CIENCIA DA COMPUTACAO;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;4;4;4;3;2;3;4;4;4;4;4
FEE;08/03/2021 16:52;2020;ALGEBRA LINEAR;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;2;3
FEE;08/03/2021 17:21;2020;CALCULO I;1;3;1;1;2;2;3;1;1;1;1;2;1;3;2;1;1;2;2;4;3;4;2;2;3;4;3;1
FEE;08/03/2021 17:23;2020;INTRODUCAO A CIENCIA DA COMPUTACAO;4;4;2;4;4;4;2;4;4;4;4;3;4;4;4;4;4;4;4;2;3;4;3;2;2;4;2;2
FEE;09/03/2021 09:23;2017;EL18043 - ELETRONICA ANALOGICA I;3;4;3;3;4;4;3;3;2;1;2;3;2;2;2;1;3;3;3;3;4;1;1;3;3;3;4;2
FEE;09/03/2021 09:29;2017;TEORIA ELETROMAGNETICA II;4;4;4;3;4;4;4;3;2;3;3;4;2;4;4;3;3;3;3;4;4;2;1;2;2;3;4;2
FEE;09/03/2021 10:34;2019;CALCULO II;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;2;4;4;4;4;4
FEE;09/03/2021 10:43;2019;ELETRONICA DIGITAL II;1;3;1;4;4;3;3;1;1;1;1;1;1;2;1;2;1;3;1;4;4;4;4;4;4;4;4;3
FEE;09/03/2021 10:47;2019;FUNCOES ESPECIAIS PARA ENGENHARIA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;09/03/2021 10:49;2019;FUNCOES DE UMA VARIAVEL COMPLEXA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
FEE;09/03/2021 12:20;2018;TEORIA DAS COMUNICACOES;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;4;3;3
FEE;09/03/2021 12:21;2018;NOCOES DE ECONOMIA PARA ENGENHEIROS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;3;3;2;2
FEE;09/03/2021 12:23;2018;INSTALACOES ELETRICAS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;3
FEE;09/03/2021 12:25;2018;ADMINISTRACAO PARA ENGENHEIROS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;3;3;3;3
FEE;09/03/2021 12:27;2018;TEORIA ELETROMAGNETICA II;4;4;2;4;4;4;4;2;1;4;4;2;1;4;4;1;2;3;2;4;3;2;2;2;2;3;3;2
FEE;09/03/2021 15:57;2019;DIREITO E LEGISLACAO;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4
FEE;09/03/2021 16:02;2019;ELETRONICA DIGITAL II;2;4;2;4;4;2;1;4;1;2;3;3;3;1;1;4;2;3;4;4;1;4;4;1;4;4;4;4
FEE;10/03/2021 16:24;2017;ADMINISTRACAO PARA ENGENHEIROS;4;4;4;4;3;3;3;3;4;3;3;4;4;4;3;4;3;3;4;3;4;3;3;3;4;3;3;4
FEE;10/03/2021 16:30;2017;INSTALACOES ELETRICAS;4;3;3;4;3;3;3;3;4;3;3;4;4;4;3;4;3;3;3;3;4;3;3;3;4;3;4;3
FEE;10/03/2021 16:36;2017;SISTEMAS DE ENERGIA ELETRICA;3;3;4;4;4;4;4;4;4;4;2;3;3;4;4;3;3;4;4;4;4;3;3;3;4;2;4;3
FEE;10/03/2021 18:18;2017;CONVERSAO DE ENERGIA II;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;4
FEE;11/03/2021 16:00;2018;ELETRONICA ANALOGICA I;4;4;4;4;4;3;4;2;3;2;3;3;3;4;4;4;3;3;4;4;3;2;2;2;3;4;4;2
FEE;12/03/2021 18:30;2017;CONVERSAO DE ENERGIA II;4;4;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;4;4
FEE;12/03/2021 18:33;2017;COMUNICACOES AVANCADAS;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;3;3;3;4;3;4;3
FEE;12/03/2021 18:39;2017;NOCOES DE ECONOMIA PARA ENGENHEIROS;4;3;4;4;3;3;3;3;4;4;3;4;4;4;4;4;3;4;3;4;4;3;3;4;4;3;4;4
FEE;18/03/2021 16:58;2018;ADMINISTRACAO PARA ENGENHEIROS;4;3;4;4;3;4;4;4;4;3;4;4;4;4;4;3;3;4;4;4;4;3;4;2;4;2;4;4
